Chromosome/scaffold name	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name
12	ENSG00000198598	132312938	132336328	MMP17
12	ENSG00000198671	65411248	65413586	RP11-168J19.2
12	ENSG00000198673	62102040	62672931	FAM19A2
12	ENSG00000198678	48953665	48956739	OR5BS1P
12	ENSG00000198707	88442793	88535993	CEP290
12	ENSG00000198774	86198331	86230348	RASSF9
12	ENSG00000198812	70002351	70004942	LRRC10
12	ENSG00000198855	108908962	108919614	FICD
12	ENSG00000198923	76357812	76358780	RP11-290L1.7
12	ENSG00000199122	54731000	54731098	MIR148B
12	ENSG00000199172	95702196	95702289	MIR331
12	ENSG00000199179	62997466	62997550	MIRLET7I
12	ENSG00000199220	115095754	115095867	Y_RNA
12	ENSG00000199237	49986887	49986996	RNU6-834P
12	ENSG00000199245	88824219	88824327	Y_RNA
12	ENSG00000199394	49285913	49286011	RNU6-600P
12	ENSG00000199415	104519014	104519134	RNA5SP370
12	ENSG00000199506	96186307	96186413	RNU6-247P
12	ENSG00000199551	12379608	12379711	RNU6-545P
12	ENSG00000199556	45511554	45511671	RNA5SP361
12	ENSG00000199566	47739949	47740080	SNORA64
12	ENSG00000199571	40213552	40213685	SNORA22
12	ENSG00000199584	128103881	128103992	Y_RNA
12	ENSG00000199740	51333710	51333809	Y_RNA
12	ENSG00000199809	119267486	119267610	RNA5SP374
12	ENSG00000199824	51556684	51556790	RNU6-199P
12	ENSG00000199843	38555268	38555384	RNA5SP358
12	ENSG00000199845	123767463	123767581	RNA5SP375
12	ENSG00000199886	42792352	42792453	RNU6-249P
12	ENSG00000199895	92564129	92564229	Y_RNA
12	ENSG00000199899	113594570	113594666	Y_RNA
12	ENSG00000199903	51431282	51431385	RNU6-1273P
12	ENSG00000199912	7952957	7953063	Y_RNA
12	ENSG00000199933	102113586	102113696	Y_RNA
12	ENSG00000200011	93854501	93854602	Y_RNA
12	ENSG00000200060	109132260	109132380	Y_RNA
12	ENSG00000200066	133664099	133664201	Y_RNA
12	ENSG00000200105	15824641	15824744	RNU6-251P
12	ENSG00000200112	116290453	116290523	SNORD56
12	ENSG00000200135	112587164	112587276	Y_RNA
12	ENSG00000200183	51050756	51050861	RNU6-238P
12	ENSG00000200247	19598883	19598989	RNU6-254P
12	ENSG00000200274	110005780	110005920	RNU4-32P
12	ENSG00000200296	63244518	63244681	RNU1-83P
12	ENSG00000200303	49369326	49369429	RNU6-940P
12	ENSG00000200309	49526636	49526730	Y_RNA
12	ENSG00000200345	7271381	7271487	RNU6-485P
12	ENSG00000200388	31549324	31549435	RNU6-618P
12	ENSG00000200428	51137351	51137467	Y_RNA
12	ENSG00000200475	13836476	13836820	RN7SKP162
12	ENSG00000200483	132299808	132299913	RNU6-1017P
12	ENSG00000200516	132285860	132285979	RNA5SP378
12	ENSG00000200665	116520375	116520481	RNU6-1188P
12	ENSG00000200688	112506908	112507013	Y_RNA
12	ENSG00000200794	110100668	110100988	RN7SKP250
12	ENSG00000200795	120730900	120731040	RNU4-1
12	ENSG00000200814	62727872	62727978	RNU6-595P
12	ENSG00000200830	14706636	14706904	RN7SKP134
12	ENSG00000200885	19877369	19877533	RNU1-146P
12	ENSG00000200897	107768524	107768604	SNORD74
12	ENSG00000200953	51550651	51550760	Y_RNA
12	ENSG00000201042	119326239	119326369	SNORA38
12	ENSG00000201168	102173592	102173707	RNA5SP368
12	ENSG00000201198	57809079	57809186	RNU6-879P
12	ENSG00000201208	113616228	113616324	Y_RNA
12	ENSG00000201228	31659237	31659338	Y_RNA
12	ENSG00000201296	98811674	98811816	RNU4-41P
12	ENSG00000201324	109320211	109320317	RNU6-361P
12	ENSG00000201382	117219910	117220013	RNU6-558P
12	ENSG00000201428	112704881	112705198	RN7SKP71
12	ENSG00000201435	96697153	96697291	RNU4-24P
12	ENSG00000201439	25557222	25557362	RNU4-67P
12	ENSG00000201469	133300531	133300643	RNA5SP379
12	ENSG00000201476	13593818	13593935	RNA5SP353
12	ENSG00000201502	93659793	93659872	SNORD74
12	ENSG00000201549	7936999	7937107	Y_RNA
12	ENSG00000201563	32858337	32858440	Y_RNA
12	ENSG00000201579	56982302	56982405	RNU6-343P
12	ENSG00000201612	27959015	27959323	RN7SKP15
12	ENSG00000201624	34135400	34135501	Y_RNA
12	ENSG00000201663	8003313	8003414	Y_RNA
12	ENSG00000201678	49321722	49321816	Y_RNA
12	ENSG00000201708	38557205	38557317	RNA5SP359
12	ENSG00000201780	8637342	8637448	RNU6-275P
12	ENSG00000201788	45274651	45274752	Y_RNA
12	ENSG00000201809	74158059	74158193	U8
12	ENSG00000201909	13612604	13612710	RNU6-590P
12	ENSG00000201942	80272085	80272199	RNA5SP363
12	ENSG00000201945	121544846	121544977	SNORA70
12	ENSG00000202034	62939362	62939459	RNU6-399P
12	ENSG00000202067	57621757	57621880	Y_RNA
12	ENSG00000202146	54492975	54493086	Y_RNA
12	ENSG00000202187	28658327	28658461	RNA5SP355
12	ENSG00000202249	101860483	101860598	RNU5E-5P
12	ENSG00000202318	6343511	6343621	Y_RNA
12	ENSG00000202324	99477561	99477683	RNA5SP366
12	ENSG00000202335	110934157	110934226	SNORD50
12	ENSG00000202368	97373306	97373407	Y_RNA
12	ENSG00000202470	95669546	95669648	Y_RNA
12	ENSG00000202471	59980574	59980724	RNU4-20P
12	ENSG00000202534	93346415	93346521	RNU6-1329P
12	ENSG00000202538	120729566	120729706	RNU4-2
12	ENSG00000203408	55770582	55771520	OR6C71P
12	ENSG00000203421	50711462	50711558	AC140061.2
12	ENSG00000203422	50710653	50710749	AC140061.3
12	ENSG00000203423	50710006	50710100	AC140061.4
12	ENSG00000203424	50707798	50707894	AC140061.5
12	ENSG00000203425	50706430	50706526	AC140061.6
12	ENSG00000203426	50698425	50698530	AC140061.7
12	ENSG00000203427	50697570	50697669	AC140061.8
12	ENSG00000203428	50695577	50695673	AC140061.9
12	ENSG00000203430	50688917	50689013	AC140061.10
12	ENSG00000203431	50684744	50684840	AC140061.11
12	ENSG00000203432	50683977	50684073	AC008147.1
12	ENSG00000203433	50678449	50678545	AC008147.2
12	ENSG00000203437	31617996	31618776	RP11-820K3.3
12	ENSG00000203585	67913609	67960906	RP11-542B15.1
12	ENSG00000203593	2113832	2120558	RP5-1096D14.6
12	ENSG00000203648	2769103	2770135	AC007618.3
12	ENSG00000204583	133179736	133187037	LRCOL1
12	ENSG00000204603	131649556	131697476	RP11-638F5.1
12	ENSG00000204671	122656577	122658746	IL31
12	ENSG00000204842	111890018	112037480	ATXN2
12	ENSG00000204852	111051832	111087235	TCTN1
12	ENSG00000204856	110906169	110928190	FAM216A
12	ENSG00000204954	104343980	104359486	C12orf73
12	ENSG00000205056	92860227	92885867	RP11-693J15.5
12	ENSG00000205057	92813870	92821924	CLLU1OS
12	ENSG00000205323	56146247	56211540	SARNP
12	ENSG00000205327	55886147	55887100	OR6C68
12	ENSG00000205328	55794214	55795289	OR6C65
12	ENSG00000205329	55725485	55726420	OR6C3
12	ENSG00000205330	55714346	55715408	OR6C1
12	ENSG00000205331	55677534	55706860	OR6C72P
12	ENSG00000205352	53835389	53840429	PRR13
12	ENSG00000205420	52880958	52887041	KRT6A
12	ENSG00000205426	52679697	52685318	KRT81
12	ENSG00000205537	48276432	48295308	RP11-89H19.1
12	ENSG00000205592	40787197	40964632	MUC19
12	ENSG00000205693	27915671	27924209	MANSC4
12	ENSG00000205707	25348150	25362579	LYRM5
12	ENSG00000205754	20968673	21245679	SLCO1B7
12	ENSG00000205791	12508342	12510001	LOH12CR2
12	ENSG00000205809	10579453	10594899	KLRC2
12	ENSG00000205810	10564911	10573194	KLRC3
12	ENSG00000205846	8608522	8630926	CLEC6A
12	ENSG00000205857	7917812	7926717	NANOGNB
12	ENSG00000205885	7260648	7275097	C1RL-AS1
12	ENSG00000206044	2958397	2966213	AC005841.1
12	ENSG00000206114	147073	149350	FAM138D
12	ENSG00000206612	49050431	49050565	SNORA2A
12	ENSG00000206636	8128855	8128956	Y_RNA
12	ENSG00000206650	69021014	69021155	SNORA70G
12	ENSG00000206662	17863868	17863980	Y_RNA
12	ENSG00000206749	58199937	58200043	RNU6-1083P
12	ENSG00000206790	100651466	100651568	Y_RNA
12	ENSG00000206850	131391383	131391494	Y_RNA
12	ENSG00000206897	124101255	124101387	SNORA9
12	ENSG00000206899	98115494	98115600	RNU6-36P
12	ENSG00000206914	123252646	123252747	Y_RNA
12	ENSG00000206929	101840603	101840710	Y_RNA
12	ENSG00000206992	52381441	52381547	RNU6-574P
12	ENSG00000207010	12442161	12442263	RNU6-1295P
12	ENSG00000207026	34076309	34076415	RNU6-472P
12	ENSG00000207031	57038811	57038885	SNORD59A
12	ENSG00000207099	65489529	65489635	RNU6-166P
12	ENSG00000207136	51027056	51027159	RNU6-769P
12	ENSG00000207142	42848522	42848623	Y_RNA
12	ENSG00000207176	32548984	32549081	Y_RNA
12	ENSG00000207189	123833546	123833647	Y_RNA
12	ENSG00000207313	49061240	49061376	SNORA2B
12	ENSG00000207339	56268462	56268625	RNU1-69P
12	ENSG00000207365	93415382	93415488	Y_RNA
12	ENSG00000207381	54711565	54711671	RNU6-950P
12	ENSG00000207387	71300697	71300798	Y_RNA
12	ENSG00000207414	101593049	101593155	RNU6-768P
12	ENSG00000207467	49203694	49203799	Y_RNA
12	ENSG00000207477	31519222	31519300	RNU6-318P
12	ENSG00000207492	40947963	40948069	RNU6-713P
12	ENSG00000207546	65016289	65016385	MIR548C
12	ENSG00000207571	54427734	54427829	MIR615
12	ENSG00000207586	97957590	97957689	MIR135A2
12	ENSG00000207622	109230684	109230782	MIR619
12	ENSG00000207708	7073260	7073354	MIR141
12	ENSG00000207713	7072862	7072929	MIR200C
12	ENSG00000207763	81226312	81226408	MIR617
12	ENSG00000207789	58218392	58218475	MIR26A2
12	ENSG00000207817	13068763	13068852	MIR614
12	ENSG00000207924	54385522	54385631	MIR196A2
12	ENSG00000207967	116586365	116586459	MIR620
12	ENSG00000207983	12917583	12917677	MIR613
12	ENSG00000208022	81329515	81329612	MIR618
12	ENSG00000208028	57912946	57913042	MIR616
12	ENSG00000208038	95228174	95228289	MIR492
12	ENSG00000208892	132515769	132515904	SNORA49
12	ENSG00000211455	27396901	27478892	STK38L
12	ENSG00000211542	9280467	9280581	AC007436.1
12	ENSG00000211577	66251793	66251912	AC090673.1
12	ENSG00000211584	48147699	48176536	SLC48A1
12	ENSG00000212124	11174218	11175219	TAS2R19
12	ENSG00000212125	11117024	11117951	TAS2R15
12	ENSG00000212126	11138512	11139511	TAS2R50
12	ENSG00000212127	11090005	11324172	TAS2R14
12	ENSG00000212128	11060525	11062161	TAS2R13
12	ENSG00000212138	109497791	109497905	RNA5SP372
12	ENSG00000212154	132145608	132145719	RNA5SP377
12	ENSG00000212172	22348403	22348563	RNU1-149P
12	ENSG00000212251	131784185	131784296	RNA5SP376
12	ENSG00000212298	64598573	64598679	RNU6-1009P
12	ENSG00000212345	9776718	9776824	RNU6-700P
12	ENSG00000212358	17224332	17224439	RNU6-837P
12	ENSG00000212383	57255159	57255292	SNORA48
12	ENSG00000212432	9597654	9597801	SNORA75
12	ENSG00000212440	9439269	9439418	SNORA75
12	ENSG00000212443	98993413	98993661	SNORA53
12	ENSG00000212448	96011465	96011562	Y_RNA
12	ENSG00000212461	72033135	72033263	SNORA17
12	ENSG00000212475	33729030	33729135	RNU6-400P
12	ENSG00000212496	50650021	50650127	RNU6-1093P
12	ENSG00000212533	31229801	31229950	SNORA75
12	ENSG00000212535	95684468	95684575	RNU6-808P
12	ENSG00000212549	26526531	26526666	RNA5SP354
12	ENSG00000212594	103985890	103986021	U8
12	ENSG00000212599	59762832	59762932	RNU6-279P
12	ENSG00000212694	122233173	122241812	AC084018.1
12	ENSG00000213049	9180128	9181685	HNRNPA1P34
12	ENSG00000213137	121282913	121283450	ARF1P2
12	ENSG00000213144	119632655	119633199	RP11-64B16.2
12	ENSG00000213152	112739674	112740467	RPL7AP60
12	ENSG00000213235	17143604	17145017	EEF1A1P16
12	ENSG00000213250	94817520	94818745	RBMS2P1
12	ENSG00000213270	83545110	83545969	RPL6P25
12	ENSG00000213272	76993451	76994250	RP11-613M5.1
12	ENSG00000213343	66431015	66431494	RP11-118B13.1
12	ENSG00000213344	66039772	66040242	PCNPP3
12	ENSG00000213352	63149007	63150013	GAPDHP44
12	ENSG00000213363	62415351	62415955	RPS3P6
12	ENSG00000213442	104659056	104659669	RPL18AP3
12	ENSG00000213443	9847980	9848823	RP11-75L1.2
12	ENSG00000213451	55656323	55657215	OR6C69P
12	ENSG00000213470	54026572	54026935	RP11-972K6.1
12	ENSG00000213736	25120061	25120438	RP11-662I13.1
12	ENSG00000213782	12966250	12982915	DDX47
12	ENSG00000213809	10524952	10544473	KLRK1
12	ENSG00000213942	6518803	6519179	RP1-102E24.1
12	ENSG00000213970	4433538	4433977	RP11-264F23.1
12	ENSG00000214029	133694740	133707059	ZNF891
12	ENSG00000214039	130517999	130529602	RP11-474D1.3
12	ENSG00000214043	126927027	126957336	RP5-944M2.3
12	ENSG00000214198	104237527	104323989	RP11-642P15.1
12	ENSG00000214203	100402830	100403616	RPS4XP1
12	ENSG00000214215	93096619	93102325	C12orf74
12	ENSG00000214487	8580236	8581206	OR7E148P
12	ENSG00000214511	51347705	51364289	HIGD1C
12	ENSG00000214650	124997768	124999359	RP11-83B20.1
12	ENSG00000214700	27233991	27235447	C12orf71
12	ENSG00000214760	122849327	122850176	RPL21P1
12	ENSG00000214772	14818589	14910897	RP11-174G6.1
12	ENSG00000214776	9620148	9728864	RP11-726G1.1
12	ENSG00000214826	9570309	9600825	DDX12P
12	ENSG00000214851	9208182	9217666	LINC00612
12	ENSG00000215009	7456880	7481320	ACSM4
12	ENSG00000215021	7074490	7079988	PHB2
12	ENSG00000215039	6548167	6560733	CD27-AS1
12	ENSG00000215159	65153301	65173098	RP11-629N8.3
12	ENSG00000215208	65812511	65813807	KRT18P60
12	ENSG00000215241	8388011	8395160	RP11-266K4.9
12	ENSG00000215923	16562189	16562265	AC007528.1
12	ENSG00000215976	104378889	104378982	AC078819.1
12	ENSG00000215993	43685298	43685383	AC079603.1
12	ENSG00000216084	73184231	73184425	AC131213.1
12	ENSG00000216192	24365355	24365429	MIR920
12	ENSG00000216285	104424557	104425321	RP11-490H24.5
12	ENSG00000216306	95227923	95228934	KRT19P2
12	ENSG00000219355	120888240	120888606	RPL31P52
12	ENSG00000219410	6772426	6781235	RP4-761J14.8
12	ENSG00000221104	8519282	8519427	AC092865.1
12	ENSG00000221121	82736375	82736489	AC083811.1
12	ENSG00000221128	11694857	11694979	AC007450.1
12	ENSG00000221148	84577103	84577227	SNORA3
12	ENSG00000221246	111070409	111070498	AC144522.1
12	ENSG00000221259	111511772	111511893	AC002978.1
12	ENSG00000221260	82658722	82658823	AC083810.1
12	ENSG00000221280	118604604	118604676	AC026366.1
12	ENSG00000221307	8476927	8477027	AC092745.1
12	ENSG00000221323	120151439	120151529	MIR1178
12	ENSG00000221365	57588287	57588359	MIR1228
12	ENSG00000221386	111740604	111740703	AC002979.1
12	ENSG00000221439	890299	890424	RNU4ATAC16P
12	ENSG00000221479	97885678	97885761	MIR1251
12	ENSG00000221491	49048165	49048301	SNORA34
12	ENSG00000221560	113132839	113132981	MIR1302-1
12	ENSG00000221564	65332803	65332897	RNU6ATAC42P
12	ENSG00000221604	50627925	50627995	MIR1293
12	ENSG00000221611	13124987	13125077	SNORD88
12	ENSG00000221617	93491027	93491120	AC138123.1
12	ENSG00000221625	98999652	98999738	AC013283.1
12	ENSG00000221679	20125799	20125915	AC087237.1
12	ENSG00000221749	129154425	129154519	AC107020.1
12	ENSG00000221770	100551034	100551116	AC010203.1
12	ENSG00000221788	79813037	79813101	MIR1252
12	ENSG00000221807	103320292	103320383	AC069227.1
12	ENSG00000221949	62995531	62997214	C12orf61
12	ENSG00000222160	108044566	108044669	Y_RNA
12	ENSG00000222210	58371748	58372060	RN7SKP65
12	ENSG00000222255	102159184	102159287	RNU6-101P
12	ENSG00000222302	107880288	107880412	RNA5SP371
12	ENSG00000222338	3835388	3835493	RNU6-174P
12	ENSG00000222405	70837564	70837703	RNU4-65P
12	ENSG00000222438	131354281	131354382	RNU6-1077P
12	ENSG00000222481	29273716	29273815	AC012150.1
12	ENSG00000222493	2969115	2969199	Y_RNA
12	ENSG00000222544	95832513	95832619	RNU6-735P
12	ENSG00000222579	105245602	105245696	Y_RNA
12	ENSG00000222601	120942374	120942462	Y_RNA
12	ENSG00000222635	48475102	48475211	RNU6-1203P
12	ENSG00000222647	120018597	120018700	AC002070.1
12	ENSG00000222744	66686463	66686767	RN7SKP166
12	ENSG00000222880	80737295	80737572	RN7SKP261
12	ENSG00000222884	42473563	42473684	AC023513.1
12	ENSG00000222890	101805135	101805237	RNU6-1068P
12	ENSG00000222932	102190188	102190280	RNU6-172P
12	ENSG00000222950	25932221	25932503	RN7SKP262
12	ENSG00000222978	7999884	7999978	Y_RNA
12	ENSG00000222982	114942681	114942992	RN7SKP216
12	ENSG00000223042	10236785	10237089	RN7SKP161
12	ENSG00000223046	102230598	102230705	RNA5SP369
12	ENSG00000223082	40200897	40200976	AC121336.1
12	ENSG00000223126	94402515	94402823	RN7SKP263
12	ENSG00000223213	54185089	54185131	SNORD81
12	ENSG00000223273	76709531	76709828	RN7SKP172
12	ENSG00000223294	64969445	64969521	SNORD83
12	ENSG00000223538	121545023	121545293	RP11-216P16.6
12	ENSG00000223722	31907651	31908055	RP11-467L13.5
12	ENSG00000223914	40550041	40561509	AC079630.2
12	ENSG00000224438	2891070	2891537	RP4-816N1.1
12	ENSG00000224622	55552631	55553507	OR9R1P
12	ENSG00000224709	49021671	49022565	OR11M1P
12	ENSG00000224713	58005901	58013421	AC025165.8
12	ENSG00000224906	6547664	6548018	RP1-102E24.9
12	ENSG00000224982	120031264	120079363	TMEM233
12	ENSG00000225185	98984501	98984992	RP11-481K9.4
12	ENSG00000225195	65022124	65023756	RP11-338E21.2
12	ENSG00000225231	10089178	10096094	AC091814.2
12	ENSG00000225342	40579811	40617605	AC079630.4
12	ENSG00000225349	31687649	31688181	RP11-820K3.2
12	ENSG00000225410	53346500	53346686	AC107016.1
12	ENSG00000225422	66627859	66629014	RBMS1P1
12	ENSG00000226091	8448582	8549399	LINC00937
12	ENSG00000226138	48478833	48479204	RP1-228P16.7
12	ENSG00000226210	73725	91218	ABC7-42389800N19.1
12	ENSG00000226356	131776613	131777721	RPS6P20
12	ENSG00000226397	25146358	25150453	C12orf77
12	ENSG00000226413	48835813	48836730	OR8T1P
12	ENSG00000226469	112364822	112366821	ADAM1B
12	ENSG00000226472	31149973	31158938	RP11-551L14.4
12	ENSG00000226711	8332805	8368747	FAM66C
12	ENSG00000226729	120397228	120397558	RPL35AP30
12	ENSG00000226761	11213964	11214893	TAS2R46
12	ENSG00000226982	89893870	89896447	CENPCP1
12	ENSG00000227059	133794898	133812681	ANHX
12	ENSG00000227081	3320775	3321096	RP11-543P15.1
12	ENSG00000227423	55587666	55588570	OR10U1P
12	ENSG00000227525	19241974	19242825	RPL7P6
12	ENSG00000227760	14344936	14345218	RP11-298E10.1
12	ENSG00000227825	98847613	98850923	SLC9A7P1
12	ENSG00000228144	66517697	66563765	TMBIM4
12	ENSG00000228630	54356092	54368740	HOTAIR
12	ENSG00000229014	40462045	40462392	RPL30P13
12	ENSG00000229117	56510370	56511727	RPL41
12	ENSG00000229186	112337067	112340042	ADAM1A
12	ENSG00000229899	40680091	40680464	AC084290.2
12	ENSG00000230291	80496676	80497113	RP11-244J10.1
12	ENSG00000230294	131832015	131852100	RP13-507P19.2
12	ENSG00000230307	55705619	55706541	OR6C5P
12	ENSG00000230519	27855271	27855839	RP11-1060J15.5
12	ENSG00000230657	11460017	11463369	PRB4
12	ENSG00000231121	77718421	77966055	RP1-34H18.1
12	ENSG00000231313	121352203	121352926	CLIC1P1
12	ENSG00000231503	9392582	9392927	PTMAP4
12	ENSG00000231560	10100736	10105935	AC091814.3
12	ENSG00000231738	85408094	85430055	TSPAN19
12	ENSG00000231788	31750048	31750343	RPL31P50
12	ENSG00000231887	11033610	11036854	PRH1
12	ENSG00000232888	133402287	133402772	RPS11P5
12	ENSG00000233381	31768702	31769373	AK4P3
12	ENSG00000233560	69099414	69100846	KRT8P39
12	ENSG00000233606	55782229	55783158	OR6C66P
12	ENSG00000233719	9794398	9795603	GOT2P3
12	ENSG00000233796	113596556	113596917	AC089999.1
12	ENSG00000234040	69020650	69020967	RP11-254B13.4
12	ENSG00000234428	26776302	26802412	RP11-666F17.1
12	ENSG00000234498	13028433	13029044	RPL13AP20
12	ENSG00000234589	3180698	3181314	RP11-253E3.1
12	ENSG00000234608	112277571	112280706	MAPKAPK5-AS1
12	ENSG00000234670	55916377	55917201	OR6C64P
12	ENSG00000234925	69036299	69036773	RP11-254B13.3
12	ENSG00000235049	2038368	2045740	LINC00940
12	ENSG00000235162	105629068	105789875	C12orf75
12	ENSG00000235423	123736577	123746030	RP11-282O18.3
12	ENSG00000235602	8286368	8287447	POU5F1P3
12	ENSG00000235868	7718965	7719978	GAPDHP31
12	ENSG00000235872	68052771	68064699	RP11-335O4.3
12	ENSG00000235884	30947977	30955645	LINC00941
12	ENSG00000235930	10922904	10923204	HSPE1P12
12	ENSG00000236333	72647288	72668687	TRHDE-AS1
12	ENSG00000236349	94942017	94943312	SUCLG2P2
12	ENSG00000236617	133464428	133465169	RP11-46H11.12
12	ENSG00000236908	3427884	3434509	RP5-1063M23.2
12	ENSG00000236946	68429547	68430633	HNRNPA1P70
12	ENSG00000237176	60205883	60206357	RP11-813P10.2
12	ENSG00000237248	9392599	9395635	LINC00987
12	ENSG00000237303	11634317	11634590	HIGD1AP8
12	ENSG00000237493	56374216	56374819	RP11-603J24.7
12	ENSG00000237578	130231933	130232437	RP11-174M13.1
12	ENSG00000237766	67659622	67660746	GGTA2P
12	ENSG00000237774	95519536	95520165	RP11-129B9.1
12	ENSG00000238105	100550135	100567437	GOLGA2P5
12	ENSG00000238152	8567376	8568401	OR7E140P
12	ENSG00000238168	112019179	112019607	RP11-686G8.1
12	ENSG00000238302	89676000	89676062	RNU7-120P
12	ENSG00000238361	93659405	93659508	snoU13
12	ENSG00000238370	698696	698755	RNU7-103P
12	ENSG00000238395	49354521	49354619	snoU13
12	ENSG00000238424	109425360	109425450	AC190387.1
12	ENSG00000238436	58062727	58062822	snoU13
12	ENSG00000238440	64749542	64749645	snoU13
12	ENSG00000238443	133815041	133815135	Y_RNA
12	ENSG00000238457	109062224	109062284	RNU7-169P
12	ENSG00000238475	63044955	63045058	snoU13
12	ENSG00000238487	114040596	114040658	RNU7-114P
12	ENSG00000238528	66739499	66739602	snoU13
12	ENSG00000238592	65154648	65154753	snoU13
12	ENSG00000238609	106676705	106676767	RNU7-94P
12	ENSG00000238661	31456651	31456750	snoU13
12	ENSG00000238669	53532329	53532435	RNU6-333P
12	ENSG00000238689	3038131	3038191	RNU7-166P
12	ENSG00000238748	100795923	100796028	snoU13
12	ENSG00000238769	77556706	77556805	snoU13
12	ENSG00000238795	7076500	7076769	SCARNA12
12	ENSG00000238800	101752526	101752627	snoU13
12	ENSG00000238822	131299898	131299995	snoU13
12	ENSG00000238823	73185	73322	AC215219.1
12	ENSG00000238831	9362159	9362217	RNU7-189P
12	ENSG00000238842	80462471	80462537	RNU7-106P
12	ENSG00000238865	92938668	92938763	snoU13
12	ENSG00000238890	79742099	79742171	AC078917.1
12	ENSG00000238895	128882977	128883067	snoU13
12	ENSG00000238909	103632176	103632253	AC068643.1
12	ENSG00000238911	33194659	33194755	AC026357.1
12	ENSG00000238914	104114720	104114822	snoU13
12	ENSG00000238923	7052979	7053041	RNU7-1
12	ENSG00000238940	102183593	102183693	snoU13
12	ENSG00000238943	8745072	8745181	Y_RNA
12	ENSG00000239002	6619388	6619717	SCARNA10
12	ENSG00000239033	31603104	31603207	snoU13
12	ENSG00000239036	101049500	101049582	AC010209.1
12	ENSG00000239073	93744392	93744492	snoU13
12	ENSG00000239082	122346009	122346069	RNU7-170P
12	ENSG00000239164	103507812	103507865	RNU7-184P
12	ENSG00000239178	45948373	45948442	RNU6-671P
12	ENSG00000239190	133814921	133815024	RNU6-717P
12	ENSG00000239201	92562176	92562653	RPL21P106
12	ENSG00000239215	124205793	124206186	RPL27P12
12	ENSG00000239335	66524531	66528229	RP11-745O10.2
12	ENSG00000239374	117193200	117193679	RP11-407P2.1
12	ENSG00000239397	46397821	46398468	RP11-101K23.1
12	ENSG00000239413	101818219	101818469	RPS27P23
12	ENSG00000239473	80422673	80423411	RPL7P38
12	ENSG00000239617	49297201	49297596	RP11-302B13.1
12	ENSG00000239701	7139412	7139702	RP3-461F17.1
12	ENSG00000239776	127650616	127650672	AC079949.1
12	ENSG00000239881	120807243	120809491	RPS27P25
12	ENSG00000240027	64154138	64154392	RP11-415I12.1
12	ENSG00000240087	68946775	68947662	RP11-254B13.1
12	ENSG00000240100	117346117	117346432	RP11-240G22.1
12	ENSG00000240205	116155530	116155816	RN7SL865P
12	ENSG00000240328	19661838	19662179	RP11-841C19.1
12	ENSG00000240342	118683877	118684807	RPS2P5
12	ENSG00000240370	6982553	6993905	RPL13P5
12	ENSG00000240399	48448596	48449374	RP1-228P16.1
12	ENSG00000240424	12721135	12721710	RP11-158N24.1
12	ENSG00000240441	108113376	108113910	RP11-864J10.2
12	ENSG00000240443	48881729	48882191	RPS10P20
12	ENSG00000240481	24859722	24860015	RN7SL38P
12	ENSG00000240533	6204867	6205136	RN7SL69P
12	ENSG00000240631	107304535	107304887	RPL30P12
12	ENSG00000240721	88338662	88344596	RPS4XP15
12	ENSG00000240739	8147366	8147680	RP11-69M1.1
12	ENSG00000240759	43072675	43072926	RP11-25I15.1
12	ENSG00000240771	58003963	58013162	ARHGEF25
12	ENSG00000240925	120685263	120685594	RPS20P31
12	ENSG00000240991	133702065	133702538	RPL23AP67
12	ENSG00000240993	19329225	19329523	RN7SL459P
12	ENSG00000241030	120960467	120961246	RPL29P24
12	ENSG00000241045	77115314	77116066	RPL7P43
12	ENSG00000241129	125420001	125420441	RPL22P19
12	ENSG00000241146	53279213	53280169	RPL7P41
12	ENSG00000241217	57064236	57064530	RN7SL809P
12	ENSG00000241251	43954587	43955100	RP11-73B8.1
12	ENSG00000241286	111279342	111280191	RPL29P25
12	ENSG00000241352	13003916	13004674	RP11-392P7.1
12	ENSG00000241388	121406416	121418768	HNF1A-AS1
12	ENSG00000241413	110304021	110304314	RN7SL441P
12	ENSG00000241423	58638161	58638648	RPL21P103
12	ENSG00000241451	22875163	22875403	RPS27P22
12	ENSG00000241556	95861173	95861637	RP11-490G8.1
12	ENSG00000241590	119175769	119176316	RPL17P37
12	ENSG00000241656	116030409	116030788	UBA52P7
12	ENSG00000241680	110898793	110899167	RPL31P49
12	ENSG00000241710	42636017	42636316	RN7SL10P
12	ENSG00000241744	101621919	101622654	RP11-399D15.1
12	ENSG00000241749	66151800	66220754	RPSAP52
12	ENSG00000241765	69816436	69816775	RP11-159A18.1
12	ENSG00000241785	54649415	54649694	RN7SL390P
12	ENSG00000241825	69078375	69080088	RPL7P42
12	ENSG00000241828	8013033	8013360	RP11-277J24.1
12	ENSG00000241846	25562227	25562379	RP11-318G8.1
12	ENSG00000241917	102329994	102330452	RP11-512N21.1
12	ENSG00000241941	63052603	63053005	RPL32P26
12	ENSG00000242041	50256956	50257286	RP11-70F11.2
12	ENSG00000242087	64265519	64265824	RPL36AP41
12	ENSG00000242137	121031818	121032351	RPL11P5
12	ENSG00000242314	32101268	32101761	RP11-428G5.2
12	ENSG00000242329	12993738	12994013	RP11-59H1.1
12	ENSG00000242405	12308196	12308706	RP11-267J23.1
