Chromosome/scaffold name	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name
19	CATG00000039993.1	1320740	1325328	CATG00000039993.1
19	CATG00000039994.1	1352204	1354811	CATG00000039994.1
19	CATG00000039999.1	1387065	1389643	CATG00000039999.1
19	CATG00000040000.1	1405725	1407230	CATG00000040000.1
19	ENSG00000267092.1	1507990	1508962	CTB-25B13.9
19	ENSG00000267161.1	1573594	1575409	AC005943.5
19	CATG00000040012.1	1638592	1639749	CATG00000040012.1
19	CATG00000038197.1	1653099	1653456	CATG00000038197.1
19	ENSG00000267244.1	1822140	1823153	CTB-31O20.4
19	ENSG00000267141.1	1854666	1862824	CTB-31O20.8
19	ENSG00000261526.1	1874880	1876168	CTB-31O20.2
19	CATG00000040032.1	2058185	2061474	CATG00000040032.1
19	CATG00000038221.1	2297621	2299584	CATG00000038221.1
19	ENSG00000005206.12	2328682	2337481	SPPL2B
19	ENSG00000267201.1	2458932	2462183	AC005624.2
19	CATG00000040060.1	2968361	2977306	CATG00000040060.1
19	ENSG00000267469.1	3053291	3053892	AC005944.2
19	ENSG00000267551.3	3136592	3136925	AC005264.2
19	CATG00000040069.1	3180427	3185248	CATG00000040069.1
19	CATG00000040071.1	3292954	3306897	CATG00000040071.1
19	ENSG00000226800.5	3606491	3611854	CACTIN-AS1
19	CATG00000040095.1	3935658	3937262	CATG00000040095.1
19	CATG00000040097.1	3999698	4007502	CATG00000040097.1
19	CATG00000038275.1	4064658	4070092	CATG00000038275.1
19	ENSG00000267011.1	4459843	4471966	CTB-50L17.16
19	ENSG00000263974.1	4540220	4543377	RN7SL121P
19	CATG00000038296.1	4553758	4554492	CATG00000038296.1
19	CATG00000038299.1	4580556	4586111	CATG00000038299.1
19	ENSG00000205790.1	4675246	4680061	AC005594.3
19	ENSG00000176840.7	4769144	4770196	MIR7-3HG
19	ENSG00000267484.1	4838354	4838919	CTC-518P12.6
19	CATG00000038325.1	4867825	4874530	CATG00000038325.1
19	ENSG00000034063.9	4909512	4942129	UHRF1
19	CATG00000038333.1	5293431	5295269	CATG00000038333.1
19	CATG00000038336.1	5309043	5310157	CATG00000038336.1
19	CATG00000038337.1	5336519	5338600	CATG00000038337.1
19	CATG00000038339.1	5352544	5352804	CATG00000038339.1
19	CATG00000040135.1	5434021	5434728	CATG00000040135.1
19	ENSG00000223573.2	5558146	5567964	TINCR
19	ENSG00000266983.1	5978393	5982670	CTC-232P5.1
19	ENSG00000267262.1	6062608	6065952	CTC-232P5.3
19	ENSG00000267299.1	6109234	6125808	CTB-66B24.1
19	ENSG00000269802.1	6343771	6362159	CTB-180A7.3
19	ENSG00000268191.1	6495116	6495500	CTD-2396E7.10
19	CATG00000040167.1	6527593	6530882	CATG00000040167.1
19	CATG00000040186.1	7085322	7099556	CATG00000040186.1
19	ENSG00000267852.1	7453796	7459935	CTB-133G6.2
19	ENSG00000269371.1	7581602	7584512	CTD-2207O23.11
19	ENSG00000268204.1	7698251	7701895	CTD-3214H19.6
19	ENSG00000264166.1	7967147	7968399	RN7SL115P
19	ENSG00000269139.1	7990289	7991648	CTD-3193O13.8
19	CATG00000038418.1	8008874	8014318	CATG00000038418.1
19	ENSG00000267939.1	8070696	8081194	CTD-2325M2.1
19	CATG00000040215.1	8224147	8226140	CATG00000040215.1
19	ENSG00000269386.1	8426438	8455547	RAB11B-AS1
19	CATG00000040224.1	8509156	8509698	CATG00000040224.1
19	CATG00000038433.1	8579142	8580370	CATG00000038433.1
19	CATG00000038435.1	8591346	8597414	CATG00000038435.1
19	CATG00000040240.1	9487475	9517700	CATG00000040240.1
19	CATG00000038469.1	9649391	9649841	CATG00000038469.1
19	ENSG00000266950.1	9903552	9905053	CTD-2623N2.5
19	ENSG00000267289.1	9941644	9945689	CTD-2623N2.11
19	ENSG00000175898.4	10332110	10333843	CTD-2369P2.2
19	CATG00000038504.1	10347104	10347421	CATG00000038504.1
19	ENSG00000266978.1	10381072	10381687	CTD-2369P2.5
19	ENSG00000267607.1	10394534	10395311	CTD-2369P2.8
19	CATG00000038518.1	10491502	10493080	CATG00000038518.1
19	CATG00000038520.1	10514356	10515439	CATG00000038520.1
19	ENSG00000267100.1	10761923	10764517	ILF3-AS1
19	CATG00000040286.1	11029845	11031582	CATG00000040286.1
19	CATG00000040290.1	11067894	11071386	CATG00000040290.1
19	CATG00000040293.1	11198915	11199973	CATG00000040293.1
19	CATG00000038550.1	11266725	11267367	CATG00000038550.1
19	CATG00000038553.1	11308300	11310018	CATG00000038553.1
19	ENSG00000267082.1	11314306	11314752	CTC-510F12.2
19	ENSG00000267174.1	11411161	11432001	CTC-510F12.4
19	ENSG00000267277.1	11474618	11475167	CTD-2342J14.6
19	CATG00000038573.1	11616768	11617162	CATG00000038573.1
19	CATG00000040307.1	11678718	11679073	CATG00000040307.1
19	CATG00000040310.1	11706796	11708126	CATG00000040310.1
19	ENSG00000197332.7	11750617	11774584	ZNF833P
19	CATG00000040317.1	12033764	12035776	CATG00000040317.1
19	ENSG00000219665.4	12098470	12106490	CTD-2006C1.2
19	ENSG00000234773.2	12305829	12307196	CTD-2666L21.1
19	ENSG00000230310.1	12662539	12663275	CTD-2192J16.11
19	CATG00000038599.1	12807503	12808162	CATG00000038599.1
19	CATG00000038600.1	12833615	12834248	CATG00000038600.1
19	CATG00000038604.1	12889065	12891389	CATG00000038604.1
19	CATG00000038608.1	12901169	12901566	CATG00000038608.1
19	CATG00000038610.1	12911082	12911359	CATG00000038610.1
19	CATG00000040335.1	12916505	12917293	CATG00000040335.1
19	ENSG00000267424.1	12936546	12943797	CTD-2265O21.3
19	ENSG00000267735.1	12992393	12995290	CTD-2265O21.7
19	ENSG00000267598.1	13263879	13265147	CTC-250I14.6
19	CATG00000040371.1	13902882	13905966	CATG00000040371.1
19	ENSG00000266770.1	13915922	13928741	RN7SL619P
19	ENSG00000267519.2	13942311	13953732	MIR24-2
19	CATG00000038643.1	13953899	13954278	CATG00000038643.1
19	CATG00000040376.1	13959602	13962069	CATG00000040376.1
19	CATG00000038647.1	13961433	13962239	CATG00000038647.1
19	CATG00000040378.1	13971554	13972684	CATG00000040378.1
19	ENSG00000267783.1	14229025	14230417	CTB-55O6.10
19	ENSG00000267169.1	14247979	14250167	CTB-55O6.12
19	ENSG00000267723.1	14333766	14404420	CTD-2189E23.1
19	ENSG00000266913.1	14414897	14481449	CTC-548K16.2
19	CATG00000038666.1	14486184	14486751	CATG00000038666.1
19	CATG00000040392.1	14492417	14492889	CATG00000040392.1
19	CATG00000040393.1	14494334	14494861	CATG00000040393.1
19	CATG00000040401.1	14674707	14675052	CATG00000040401.1
19	ENSG00000243488.2	14693895	14695204	RN7SL337P
19	ENSG00000269635.1	15332448	15334152	AC004257.1
19	CATG00000038699.1	15479092	15480364	CATG00000038699.1
19	ENSG00000268189.2	15490837	15499518	AC005785.2
19	ENSG00000186526.8	15726028	15729608	CYP4F8
19	ENSG00000267453.2	15962802	15975734	AC004791.2
19	ENSG00000167459.12	16144578	16152926	LINC00905
19	ENSG00000269243.1	16234470	16250725	CTD-2231E14.8
19	CATG00000040436.1	16300594	16308554	CATG00000040436.1
19	CATG00000038721.1	16369544	16370697	CATG00000038721.1
19	ENSG00000267275.1	16389151	16435354	CTD-2562J15.6
19	CATG00000038722.1	16394630	16395969	CATG00000038722.1
19	CATG00000038739.1	16583004	16584251	CATG00000038739.1
19	CATG00000038740.1	16653430	16654638	CATG00000038740.1
19	CATG00000038762.1	16739304	16741331	CATG00000038762.1
19	CATG00000038776.1	17200972	17203532	CATG00000038776.1
19	CATG00000040457.1	17293897	17295760	CATG00000040457.1
19	CATG00000040459.1	17320392	17326074	CATG00000040459.1
19	ENSG00000269640.1	17516511	17525973	CTD-2521M24.9
19	ENSG00000269439.1	17599798	17622715	CTD-3131K8.2
19	CATG00000040468.1	17861042	17862197	CATG00000040468.1
19	CATG00000040479.1	18109615	18111671	CATG00000040479.1
19	CATG00000040494.1	18232938	18234090	CATG00000040494.1
19	CATG00000040501.1	18284576	18286182	CATG00000040501.1
19	CATG00000040510.1	18302942	18303569	CATG00000040510.1
19	ENSG00000268650.3	18315522	18315956	AC068499.10
19	CATG00000038825.1	18414487	18414700	CATG00000038825.1
19	CATG00000038827.1	18439534	18440354	CATG00000038827.1
19	ENSG00000268938.2	18642643	18643065	AC005387.3
19	ENSG00000268983.1	18679212	18680183	AC005253.4
19	CATG00000040523.1	18682002	18682472	CATG00000040523.1
19	CATG00000038847.1	19010714	19011411	CATG00000038847.1
19	ENSG00000269019.1	19051123	19054847	AC005932.1
19	ENSG00000267629.2	19365548	19384110	AC138430.4
19	CATG00000040546.1	19477585	19496124	CATG00000040546.1
19	CATG00000038859.1	19488840	19490060	CATG00000038859.1
19	CATG00000038869.1	19729726	19732690	CATG00000038869.1
19	ENSG00000266904.1	19867180	19887222	LINC00663
19	ENSG00000267581.1	19871846	19932556	CTC-559E9.4
19	ENSG00000267419.1	19887394	19909467	CTC-559E9.6
19	ENSG00000267268.1	19976694	20296826	AC007204.2
19	CATG00000040565.1	19990594	20011568	CATG00000040565.1
19	CATG00000040566.1	20152839	20162888	CATG00000040566.1
19	ENSG00000267383.2	20236353	20349249	CTC-260E6.6
19	ENSG00000269110.1	20736597	20844377	CTC-513N18.7
19	CATG00000038900.1	21182743	21184592	CATG00000038900.1
19	ENSG00000268081.1	21489450	21752003	RP11-678G14.2
19	ENSG00000268119.1	21621294	21646706	CTD-2561J22.5
19	ENSG00000268658.1	21657659	21682972	LINC00664
19	ENSG00000268555.1	21753623	21770049	RP11-678G14.3
19	ENSG00000268240.1	21770233	21776791	RP11-678G14.4
19	ENSG00000268038.1	22798090	22806773	AC011516.2
19	ENSG00000267886.1	23258018	23278418	CTD-2291D10.4
19	ENSG00000269107.1	23433871	23457021	RP11-15H20.7
19	ENSG00000269416.1	23440493	23598796	CTB-175P5.4
19	ENSG00000213971.3	23442707	23457021	RP11-15H20.6
19	CATG00000040630.1	24182435	24185991	CATG00000040630.1
19	ENSG00000268362.1	24216262	24249490	CTD-2017D11.1
19	CATG00000040638.1	27731954	27732790	CATG00000040638.1
19	ENSG00000261824.2	27916925	28284801	LINC00662
19	CATG00000038967.1	28198139	28278903	CATG00000038967.1
19	CATG00000038970.1	28246107	28248025	CATG00000038970.1
19	CATG00000038971.1	28262741	28264851	CATG00000038971.1
19	ENSG00000267575.2	28284371	28285873	CTC-459F4.3
19	ENSG00000272635.1	28284371	28475892	LLNLF-65H9.1
19	ENSG00000267509.1	28556173	28558704	CTD-2043I16.1
19	ENSG00000267320.1	28807611	28877105	AC005780.1
19	ENSG00000267243.1	28901758	29026163	AC005307.3
19	ENSG00000266976.1	29097637	29106136	AC079466.1
19	ENSG00000267528.1	29374482	29386829	AC011524.1
19	ENSG00000267014.1	29493275	29504623	CTD-2081K17.2
19	ENSG00000267498.1	29704141	29704425	CTB-32O4.2
19	ENSG00000264515.1	29777917	30016654	CTC-525D6.1
19	CATG00000040669.1	29907858	30097092	CATG00000040669.1
19	CATG00000040683.1	30294980	30302301	CATG00000040683.1
19	ENSG00000267662.1	31840641	31870690	AC007796.1
19	ENSG00000267213.3	32876326	32896905	AC007773.2
19	ENSG00000267475.1	33177763	33183190	CTD-2538C1.2
19	CATG00000040722.1	33571701	33572034	CATG00000040722.1
19	ENSG00000267296.2	33793745	33795960	CEBPA-AS1
19	ENSG00000267130.1	33793745	33804190	CTD-2540B15.9
19	CATG00000040736.1	33862855	33864458	CATG00000040736.1
19	CATG00000040745.1	34283268	34287614	CATG00000040745.1
19	CATG00000040749.1	34394142	34396938	CATG00000040749.1
19	CATG00000039106.1	34395803	34405638	CATG00000039106.1
19	CATG00000040754.1	34659764	34663270	CATG00000040754.1
19	ENSG00000267219.1	34839260	34850321	AC010504.2
19	CATG00000040757.1	34881383	34884200	CATG00000040757.1
19	ENSG00000267024.1	34912516	34919223	CTD-2588C8.8
19	CATG00000040769.1	35223834	35225399	CATG00000040769.1
19	ENSG00000267767.2	35279437	35298500	CTC-523E23.4
19	ENSG00000270876.1	35413109	35417732	CTC-523E23.8
19	CATG00000040778.1	35465148	35465621	CATG00000040778.1
19	CATG00000040780.1	35479065	35480324	CATG00000040780.1
19	ENSG00000269303.1	35489136	35491088	CTD-2527I21.7
19	ENSG00000227392.1	35543813	35597184	HPN-AS1
19	ENSG00000221857.3	35629727	35634266	CTD-2527I21.4
19	CATG00000039130.1	35703085	35706795	CATG00000039130.1
19	CATG00000040786.1	35759433	35759793	CATG00000040786.1
19	ENSG00000232680.2	35914112	35927432	AC002511.3
19	CATG00000039139.1	35927682	35929160	CATG00000039139.1
19	ENSG00000236144.2	36031413	36036402	AD000090.2
19	CATG00000039146.1	36048844	36066790	CATG00000039146.1
19	CATG00000039155.1	36101327	36102326	CATG00000039155.1
19	ENSG00000226510.1	36157354	36164411	UPK1A-AS1
19	CATG00000039158.1	36193513	36194631	CATG00000039158.1
19	ENSG00000105663.10	36208909	36212431	KMT2B
19	ENSG00000267328.1	36245691	36246391	AC002398.12
19	ENSG00000225872.2	36279777	36288804	AC002398.5
19	CATG00000040849.1	36421810	36422363	CATG00000040849.1
19	ENSG00000248101.2	36499539	36505109	AC002116.8
19	ENSG00000267698.1	36505410	36536874	AC002116.7
19	ENSG00000232677.2	36800510	36822655	LINC00665
19	ENSG00000267309.1	36980528	36981942	CTD-2630F21.1
19	ENSG00000228629.2	37019317	37019541	AC092295.4
19	ENSG00000233527.4	37064270	37068817	AC092295.7
19	ENSG00000225975.2	37158756	37178309	AC074138.3
19	ENSG00000267353.1	37264613	37267041	CTD-2162K18.3
19	ENSG00000267254.1	37288419	37293102	CTD-2162K18.5
19	ENSG00000267345.1	37553681	37569099	CTD-2293H3.2
19	ENSG00000226686.3	37742812	37744112	AC012309.5
19	CATG00000040873.1	37804167	37808570	CATG00000040873.1
19	ENSG00000266916.1	37988044	37997948	CTD-3064H18.1
19	ENSG00000180458.2	38031069	38042174	CTD-3064H18.4
19	ENSG00000267470.1	38042278	38051776	ZNF571-AS1
19	ENSG00000267640.1	38307934	38315682	CTD-2554C21.2
19	ENSG00000266963.1	38852434	38853218	AC005625.1
19	CATG00000040921.1	38863981	38865049	CATG00000040921.1
19	CATG00000040922.1	38885714	38893558	CATG00000040922.1
19	ENSG00000267291.1	39086942	39088646	CTB-186G2.1
19	ENSG00000267375.1	39174512	39184246	CTB-186G2.4
19	ENSG00000267892.1	39227758	39229105	CTD-2540F13.2
19	ENSG00000268756.1	39313482	39315060	AC104534.2
19	ENSG00000269050.1	39360804	39361634	CTC-360G5.6
19	CATG00000040933.1	39567664	39575136	CATG00000040933.1
19	CATG00000039263.1	39625994	39634059	CATG00000039263.1
19	ENSG00000268262.1	39800186	39811502	CTC-246B18.8
19	CATG00000040952.1	39887686	39889039	CATG00000040952.1
19	CATG00000040956.1	39902365	39903812	CATG00000040956.1
19	CATG00000040957.1	39930693	39936127	CATG00000040957.1
19	CATG00000039286.1	40324449	40326539	CATG00000039286.1
19	CATG00000039290.1	40337109	40337679	CATG00000039290.1
19	ENSG00000269749.1	40537116	40596820	AC005614.5
19	CATG00000039298.1	40562168	40563673	CATG00000039298.1
19	CATG00000040981.1	40654190	40675602	CATG00000040981.1
19	CATG00000040984.1	40686790	40697296	CATG00000040984.1
19	CATG00000039306.1	40791443	40795689	CATG00000039306.1
19	CATG00000039308.1	40861545	40870398	CATG00000039308.1
19	ENSG00000268366.1	40949338	40949994	CTC-492K19.4
19	CATG00000041012.1	41304096	41304682	CATG00000041012.1
19	CATG00000041025.1	41765959	41768290	CATG00000041025.1
19	ENSG00000267107.2	41843217	41963292	AC011526.1
19	ENSG00000268987.1	41905259	41906270	CTC-435M10.10
19	ENSG00000270164.1	42038067	42043228	AC006129.4
19	ENSG00000268027.1	42055885	42057073	AC006129.2
19	CATG00000039339.1	42462885	42464102	CATG00000039339.1
19	ENSG00000268525.1	42582739	42584005	CTB-59C6.3
19	CATG00000039355.1	42626185	42626579	CATG00000039355.1
19	ENSG00000254887.1	42636769	42638802	CTC-378H22.1
19	ENSG00000259436.1	42636769	42661673	CTC-378H22.2
19	ENSG00000213904.4	42901310	42902457	LIPE-AS1
19	CATG00000039370.1	42930278	42933887	CATG00000039370.1
19	CATG00000039382.1	43265843	43267214	CATG00000039382.1
19	ENSG00000225877.1	43325962	43331030	AC004603.4
19	ENSG00000231412.2	43827783	43835660	CTC-490G23.2
19	CATG00000039413.1	43979604	43979996	CATG00000039413.1
19	ENSG00000269583.1	44078819	44079770	L34079.4
19	CATG00000039425.1	44173152	44174259	CATG00000039425.1
19	CATG00000041110.1	44186997	44187548	CATG00000041110.1
19	CATG00000039435.1	44258286	44264367	CATG00000039435.1
19	CATG00000039436.1	44267871	44268414	CATG00000039436.1
19	ENSG00000267058.1	44395955	44405957	RP11-15A1.3
19	ENSG00000267191.1	44406033	44408676	RP11-15A1.2
19	ENSG00000266921.1	44498949	44506985	RP11-15A1.7
19	ENSG00000186019.10	44609615	44617301	AC084219.4
19	CATG00000041127.1	44640843	44645655	CATG00000041127.1
19	CATG00000039453.1	44860972	44871841	CATG00000039453.1
19	ENSG00000267188.1	44896602	44952660	CTC-512J12.4
19	ENSG00000176395.8	45005728	45033698	CEACAM20
19	ENSG00000266903.1	45131438	45147106	CTB-171A8.1
19	CATG00000041149.1	45247257	45251638	CATG00000041149.1
19	ENSG00000267282.1	45384345	45394179	CTB-129P6.4
19	ENSG00000267348.2	45588197	45596091	CTB-179K24.3
19	ENSG00000267045.1	45741889	45748665	AC006126.4
19	CATG00000039499.1	45954256	45956650	CATG00000039499.1
19	CATG00000041175.1	45957842	45959112	CATG00000041175.1
19	CATG00000041180.1	46011101	46012622	CATG00000041180.1
19	ENSG00000267395.1	46270872	46275233	AC074212.6
19	ENSG00000259605.3	46271672	46273064	AC074212.5
19	CATG00000039519.1	46406167	46407273	CATG00000039519.1
19	CATG00000039520.1	46431219	46431862	CATG00000039520.1
19	ENSG00000269729.1	46664081	46684120	AC006262.4
19	ENSG00000268621.1	46691519	46753464	AC006262.5
19	CATG00000041203.1	46848218	46850200	CATG00000041203.1
19	ENSG00000268810.1	46880503	46887070	AC007193.9
19	ENSG00000269151.1	46894841	46907495	AC007193.8
19	ENSG00000269292.1	47111022	47111598	CTB-12A17.3
19	ENSG00000245598.2	47164830	47169345	DACT3-AS1
19	CATG00000039556.1	47597655	47598752	CATG00000039556.1
19	CATG00000039559.1	47734709	47735602	CATG00000039559.1
19	CATG00000041222.1	47738357	47747452	CATG00000041222.1
19	CATG00000041223.1	47758042	47759728	CATG00000041223.1
19	CATG00000041225.1	47851534	47852347	CATG00000041225.1
19	ENSG00000268061.1	47987554	47988275	NAPA-AS1
19	CATG00000041236.1	48109173	48111886	CATG00000041236.1
19	CATG00000041237.1	48232123	48233484	CATG00000041237.1
19	ENSG00000268583.1	48707334	48710326	CTC-453G23.8
19	ENSG00000268001.1	48758945	48761455	CTC-241F20.3
19	CATG00000041255.1	48948000	48949168	CATG00000041255.1
19	ENSG00000268530.1	48966581	48972993	CTC-273B12.5
19	ENSG00000269814.1	49016463	49016937	CTC-273B12.10
19	CATG00000041269.1	49283425	49284083	CATG00000041269.1
19	CATG00000039616.1	49310123	49316587	CATG00000039616.1
19	ENSG00000235191.1	49413680	49414476	NUCB1-AS1
19	ENSG00000267898.1	49467252	49468286	CTD-2639E6.9
19	ENSG00000268655.1	49519135	49522755	CTB-60B18.10
19	ENSG00000268108.1	49559557	49560018	CTB-60B18.12
19	CATG00000041279.1	49588022	49588377	CATG00000041279.1
19	ENSG00000197813.4	49813904	49843586	CTC-301O7.4
19	ENSG00000268157.1	49859341	49859740	AC010524.4
19	ENSG00000268686.1	49868858	49891348	AC010524.2
19	ENSG00000273189.1	49977477	49997305	CTD-3148I10.15
19	ENSG00000207073.1	50059565	50076026	Y_RNA
19	ENSG00000268677.1	50192109	50194239	CTB-33G10.6
19	CATG00000041299.1	50269025	50269620	CATG00000041299.1
19	ENSG00000269194.1	50312176	50312995	AC006942.4
19	ENSG00000268006.1	50341895	50354935	PTOV1-AS1
19	ENSG00000269091.1	50541863	50554268	CTD-2126E3.3
19	ENSG00000204666.3	50553845	50565387	CTD-2126E3.1
19	CATG00000041303.1	50596682	50651483	CATG00000041303.1
19	ENSG00000269392.1	50869136	50872597	CTB-191K22.6
19	ENSG00000268518.1	50983695	50991262	CTD-2545M3.8
19	CATG00000041320.1	51157775	51161362	CATG00000041320.1
19	ENSG00000261341.1	51279397	51289417	CTD-2568A17.1
19	ENSG00000180279.5	51308360	51312376	CTD-2568A17.5
19	ENSG00000267879.1	51471454	51478310	CTB-147C22.9
19	ENSG00000269072.1	51649854	51685222	CTD-3187F8.14
19	ENSG00000267905.1	51843273	51847370	CTD-2616J11.16
19	ENSG00000268520.1	51860349	51869607	CTD-2616J11.10
19	ENSG00000268889.1	51897778	51906904	CTD-2616J11.14
19	ENSG00000269959.1	52185936	52192253	hsa-mir-125a
19	ENSG00000182310.8	52191683	52220722	LINC00085
19	CATG00000041351.1	52197743	52207406	CATG00000041351.1
19	CATG00000039749.1	52288583	52289544	CATG00000039749.1
19	ENSG00000269235.1	52452411	52474721	HCCAT3
19	CATG00000039757.1	52511564	52512084	CATG00000039757.1
19	CATG00000039759.1	52552160	52553307	CATG00000039759.1
19	ENSG00000267827.1	52567980	52674874	CTC-471J1.8
19	ENSG00000269834.1	52890882	52900984	CTD-3018O17.3
19	ENSG00000213793.3	53359875	53426681	ZNF888
19	ENSG00000267943.1	53510774	53511453	CTD-2620I22.3
19	CATG00000041385.1	53560434	53561724	CATG00000041385.1
19	ENSG00000269051.1	53700353	53707308	CTD-2245F17.3
19	ENSG00000160336.10	53898401	53961542	ZNF761
19	CATG00000039787.1	54062010	54062674	CATG00000039787.1
19	CATG00000039799.1	54151301	54162908	CATG00000039799.1
19	ENSG00000228323.2	54354682	54372488	AC008753.6
19	ENSG00000232324.1	54368009	54369394	AC008440.10
19	ENSG00000232220.2	54371147	54379246	AC008440.5
19	ENSG00000237017.1	54630480	54640709	AC012314.8
19	CATG00000039811.1	54662039	54663281	CATG00000039811.1
19	ENSG00000223660.1	54698632	54704593	AC012314.20
19	ENSG00000248166.1	54740470	54850433	AC008984.2
19	CATG00000039820.1	54881556	54882943	CATG00000039820.1
19	CATG00000039821.1	54899664	54902335	CATG00000039821.1
19	ENSG00000226696.1	54935363	54960608	LENG8-AS1
19	ENSG00000227407.1	54935363	54960608	AC008746.3
19	CATG00000041420.1	55070282	55084298	CATG00000041420.1
19	CATG00000041426.1	55384977	55385572	CATG00000041426.1
19	ENSG00000267265.1	55517565	55558523	CTC-550B14.7
19	ENSG00000267577.1	55684205	55684689	CTD-2587H24.5
19	CATG00000039834.1	55718723	55722316	CATG00000039834.1
19	ENSG00000267649.1	55728023	55728738	CTD-2587H24.10
19	CATG00000039835.1	55770809	55771321	CATG00000039835.1
19	ENSG00000268729.1	55823396	55823900	CTD-2105E13.14
19	CATG00000039839.1	55919287	55923219	CATG00000039839.1
19	CATG00000039850.1	55973378	55975838	CATG00000039850.1
19	ENSG00000269859.1	55987349	55987849	CTD-2537I9.16
19	CATG00000041450.1	56008756	56015172	CATG00000041450.1
19	ENSG00000267730.1	56088104	56089543	CTD-2537I9.5
19	CATG00000041460.1	56165482	56165840	CATG00000041460.1
19	CATG00000039871.1	56633004	56635951	CATG00000039871.1
19	ENSG00000267549.1	56826120	56849839	AC006116.17
19	ENSG00000267606.1	56858138	56879422	AC006116.21
19	ENSG00000267454.1	56904681	56910707	ZNF582-AS1
19	CATG00000041478.1	56907315	56915385	CATG00000041478.1
19	ENSG00000166770.6	56988954	57005676	ZNF667-AS1
19	ENSG00000269696.1	57056615	57078789	AC007228.11
19	ENSG00000268352.1	57183256	57198185	AC007228.5
19	ENSG00000269793.1	57276717	57287396	AC006115.3
19	ENSG00000268654.1	57352285	57353666	MIMT1
19	ENSG00000267871.1	57774992	57791672	CTC-444N24.6
19	ENSG00000268205.1	57815670	57819930	CTC-444N24.11
19	ENSG00000268678.1	57861786	57862480	CTC-444N24.13
19	CATG00000041503.1	57873900	57874621	CATG00000041503.1
19	CATG00000041508.1	57937000	57946520	CATG00000041508.1
19	ENSG00000268266.1	57989018	57994364	AC003005.2
19	CATG00000041516.1	58109254	58111160	CATG00000041516.1
19	CATG00000039908.1	58609842	58611329	CATG00000039908.1
19	ENSG00000268516.1	58754649	58790108	CTD-3138B18.5
19	ENSG00000142396.6	58816742	58818000	ERVK3-1
19	CATG00000041529.1	58817327	58838607	CATG00000041529.1
19	ENSG00000268230.1	58855161	58874185	CTD-2619J13.8
19	ENSG00000268895.1	58858681	58865823	A1BG-AS1
19	ENSG00000269054.1	58873971	58877958	CTD-2619J13.3
19	CATG00000041533.1	58906343	58912617	CATG00000041533.1
19	ENSG00000232098.2	58913302	58919830	CTD-2619J13.14
19	ENSG00000269473.1	58951823	58953503	CTD-2619J13.19
19	ENSG00000269106.1	58979521	58987368	CTD-2619J13.23
19	ENSG00000267858.1	59070047	59070424	AC016629.8
2	ENSG00000235779.3	305840	309411	AC079779.5
2	ENSG00000223985.1	488756	492690	AC093326.1
2	ENSG00000233633.1	558195	560358	AC093326.3
2	ENSG00000233296.1	677198	679536	AC092159.2
2	ENSG00000235688.1	944658	946437	AC116614.1
2	ENSG00000203635.2	1624281	1629182	AC144450.2
2	CATG00000047453.1	2580065	2617276	CATG00000047453.1
2	ENSG00000237720.1	2829707	2842009	AC011995.1
2	ENSG00000225234.1	3479341	3487024	TRAPPC12-AS1
2	ENSG00000235078.1	3523030	3526024	AC142528.1
2	ENSG00000242282.2	3579320	3584067	AC108488.4
2	ENSG00000234171.1	3606060	3609324	AC108488.3
2	CATG00000047487.1	3608878	3622699	CATG00000047487.1
2	CATG00000047489.1	3695299	3699642	CATG00000047489.1
2	ENSG00000237401.2	4005244	4021626	AC107070.1
2	ENSG00000224128.1	5742636	5831429	AC107057.2
2	ENSG00000230090.1	5758458	5831429	AC108025.2
2	ENSG00000242540.2	5836340	5848227	AC010729.1
2	ENSG00000236106.1	5866600	5870474	AC010729.2
2	ENSG00000232044.4	6072922	6075022	AC073479.1
2	ENSG00000236172.2	6757443	6790633	hsa-mir-7515
2	ENSG00000235576.1	7865909	7872276	AC092580.4
2	CATG00000041706.1	8016770	8032697	CATG00000041706.1
2	ENSG00000236790.1	8530969	8595516	LINC00299
2	ENSG00000236008.1	8580275	8628414	AC011747.4
2	ENSG00000231435.1	8682355	8723940	AC011747.3
2	ENSG00000235092.1	8805933	8823858	AC011747.7
2	CATG00000041742.1	9144205	9146103	CATG00000041742.1
2	ENSG00000271855.1	9695194	9715443	RP11-214N9.1
2	ENSG00000240687.1	9778883	9781629	RP11-521D12.1
2	CATG00000047582.1	9825792	9826244	CATG00000047582.1
2	CATG00000047589.1	9982234	9983805	CATG00000047589.1
2	ENSG00000260476.1	10169473	10169785	RP11-254F7.1
2	ENSG00000260077.1	10172083	10183528	RP11-254F7.2
2	CATG00000047595.1	10221995	10262700	CATG00000047595.1
2	CATG00000041785.1	10232602	10234533	CATG00000041785.1
2	ENSG00000272524.1	10260882	10261192	RP11-254F7.4
2	CATG00000047602.1	10427722	10442593	CATG00000047602.1
2	ENSG00000257135.1	10588841	10590920	RP11-320M2.1
2	ENSG00000243819.3	10830152	10832225	RN7SL832P
2	CATG00000041798.1	10953124	10954210	CATG00000041798.1
2	ENSG00000271952.1	10984367	10988778	RP11-245G13.2
2	ENSG00000145063.10	11239976	11272298	AC062028.1
2	CATG00000047628.1	11294291	11295179	CATG00000047628.1
2	ENSG00000224177.2	11539179	11542384	LINC00570
2	ENSG00000228496.1	11821562	11823381	AC106875.1
2	ENSG00000230790.2	11875099	11886627	AC012456.4
